Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Jodhpur,Road Features,Straight Road,Greviously Injured,148.0
Jodhpur,Road Features,Straight Road,Minor Injury,406.0
Jodhpur,Road Features,Straight Road,Total Injured,700.0
Jodhpur,Road Features,Straight Road,Total number of Accidents,473.0
Jodhpur,Road Features,Curved Road,Persons Killed,18.0
Jodhpur,Road Features,Curved Road,Greviously Injured,163.0
Jodhpur,Road Features,Curved Road,Minor Injury,439.0
Jodhpur,Road Features,Curved Road,Total Injured,359.0
Jodhpur,Road Features,Curved Road,Total number of Accidents,819.0
Jodhpur,Road Features,Bridge,Persons Killed,28.0
Jodhpur,Road Features,Bridge,Greviously Injured,68.0
Jodhpur,Road Features,Bridge,Minor Injury,174.0
Jodhpur,Road Features,Bridge,Total Injured,453.0
Jodhpur,Road Features,Bridge,Total number of Accidents,1496.0
Jodhpur,Road Features,Pot Holes,Persons Killed,42.0
Jodhpur,Road Features,Pot Holes,Greviously Injured,254.0
Jodhpur,Road Features,Pot Holes,Minor Injury,385.0
Jodhpur,Road Features,Pot Holes,Total Injured,549.0
Jodhpur,Road Features,Pot Holes,Total number of Accidents,1129.0
Jodhpur,Road Features,Steep Grade,Persons Killed,7.0
Jodhpur,Road Features,Steep Grade,Greviously Injured,150.0
Jodhpur,Road Features,Steep Grade,Minor Injury,411.0
Jodhpur,Road Features,Steep Grade,Total Injured,107.0
Jodhpur,Road Features,Steep Grade,Total number of Accidents,677.0
Jodhpur,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,95.0
Jodhpur,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,103.0
Jodhpur,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,370.0
Jodhpur,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,526.0
Jodhpur,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,1262.0
Jodhpur,Impacting Vehicle/Object,Two Wheelers,Persons Killed,80.0
Jodhpur,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,196.0
Jodhpur,Impacting Vehicle/Object,Two Wheelers,Minor Injury,133.0
Jodhpur,Impacting Vehicle/Object,Two Wheelers,Total Injured,699.0
Jodhpur,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,953.0
Jodhpur,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,85.0
Jodhpur,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,102.0
Jodhpur,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,135.0
Jodhpur,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,143.0
Jodhpur,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,336.0
Jodhpur,Impacting Vehicle/Object,Buses,Persons Killed,36.0
Jodhpur,Impacting Vehicle/Object,Buses,Greviously Injured,83.0
Jodhpur,Impacting Vehicle/Object,Buses,Minor Injury,85.0
Jodhpur,Impacting Vehicle/Object,Buses,Total Injured,712.0
Jodhpur,Impacting Vehicle/Object,Buses,Total number of Accidents,1379.0
Jodhpur,Impacting Vehicle/Object,Pedestrian,Persons Killed,41.0
Jodhpur,Impacting Vehicle/Object,Pedestrian,Greviously Injured,264.0
Jodhpur,Impacting Vehicle/Object,Pedestrian,Minor Injury,220.0
Jodhpur,Impacting Vehicle/Object,Pedestrian,Total Injured,269.0
Jodhpur,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,1071.0
Jodhpur,Weather,Sunny/Clear,Persons Killed,65.0
Jodhpur,Weather,Sunny/Clear,Greviously Injured,64.0
Jodhpur,Weather,Sunny/Clear,Minor Injury,481.0
Jodhpur,Weather,Sunny/Clear,Total Injured,702.0
Jodhpur,Weather,Sunny/Clear,Total number of Accidents,989.0
Jodhpur,Weather,Rainy,Persons Killed,26.0
Jodhpur,Weather,Rainy,Greviously Injured,150.0
Jodhpur,Weather,Rainy,Minor Injury,222.0
Jodhpur,Weather,Rainy,Total Injured,109.0
Jodhpur,Weather,Rainy,Total number of Accidents,939.0
Jodhpur,Weather,Foggy and Misty,Persons Killed,8.0
Jodhpur,Weather,Foggy and Misty,Greviously Injured,257.0
Jodhpur,Weather,Foggy and Misty,Minor Injury,296.0
Jodhpur,Weather,Foggy and Misty,Total Injured,766.0
Jodhpur,Weather,Foggy and Misty,Total number of Accidents,745.0
Jodhpur,Weather,Hail/Sleet,Persons Killed,0.0
Jodhpur,Weather,Hail/Sleet,Greviously Injured,169.0
Jodhpur,Weather,Hail/Sleet,Minor Injury,138.0
Jodhpur,Weather,Hail/Sleet,Total Injured,704.0
Jodhpur,Weather,Hail/Sleet,Total number of Accidents,526.0
Jodhpur,Traffic Violation,Drunken Driving,Persons Killed,66.0
Jodhpur,Traffic Violation,Drunken Driving,Greviously Injured,126.0
Jodhpur,Traffic Violation,Drunken Driving,Minor Injury,143.0
Jodhpur,Traffic Violation,Drunken Driving,Total Injured,774.0
Jodhpur,Traffic Violation,Drunken Driving,Total number of Accidents,917.0
Jodhpur,Traffic Violation,Over Speeding,Persons Killed,16.0
Jodhpur,Traffic Violation,Over Speeding,Greviously Injured,283.0
Jodhpur,Traffic Violation,Over Speeding,Minor Injury,222.0
Jodhpur,Traffic Violation,Over Speeding,Total Injured,215.0
Jodhpur,Traffic Violation,Over Speeding,Total number of Accidents,1060.0
Jodhpur,Traffic Violation,Jumping Red Light,Persons Killed,83.0
Jodhpur,Traffic Violation,Jumping Red Light,Greviously Injured,190.0
Jodhpur,Traffic Violation,Jumping Red Light,Minor Injury,140.0
Jodhpur,Traffic Violation,Jumping Red Light,Total Injured,181.0
Jodhpur,Traffic Violation,Jumping Red Light,Total number of Accidents,523.0
Jodhpur,Traffic Violation,Use of Mobile Phone,Persons Killed,64.0
Jodhpur,Traffic Violation,Use of Mobile Phone,Greviously Injured,123.0
Jodhpur,Traffic Violation,Use of Mobile Phone,Minor Injury,306.0
Jodhpur,Traffic Violation,Use of Mobile Phone,Total Injured,157.0
Jodhpur,Traffic Violation,Use of Mobile Phone,Total number of Accidents,353.0
Jodhpur,Traffic Violation,Wrong Side Driving,Persons Killed,19.0
Jodhpur,Traffic Violation,Wrong Side Driving,Greviously Injured,125.0
Jodhpur,Traffic Violation,Wrong Side Driving,Minor Injury,392.0
Jodhpur,Traffic Violation,Wrong Side Driving,Total Injured,365.0
Jodhpur,Traffic Violation,Wrong Side Driving,Total number of Accidents,514.0
Chandigarh,Traffic Control,Traffic Light Signal,Persons Killed,74.0
Chandigarh,Traffic Control,Traffic Light Signal,Greviously Injured,50.0
Chandigarh,Traffic Control,Traffic Light Signal,Minor Injury,154.0
Chandigarh,Traffic Control,Traffic Light Signal,Total Injured,292.0
Chandigarh,Traffic Control,Traffic Light Signal,Total number of Accidents,553.0
Chandigarh,Traffic Control,Stop Sign,Persons Killed,40.0
Chandigarh,Traffic Control,Stop Sign,Greviously Injured,230.0
Chandigarh,Traffic Control,Stop Sign,Minor Injury,117.0
Chandigarh,Traffic Control,Stop Sign,Total Injured,355.0
Chandigarh,Traffic Control,Stop Sign,Total number of Accidents,850.0
Chandigarh,Traffic Control,Police Controlled,Persons Killed,55.0
Chandigarh,Traffic Control,Police Controlled,Greviously Injured,158.0
Chandigarh,Traffic Control,Police Controlled,Minor Injury,148.0
Chandigarh,Traffic Control,Police Controlled,Total Injured,687.0
Chandigarh,Traffic Control,Police Controlled,Total number of Accidents,481.0
Chandigarh,Traffic Control,Flashing Signal/Blinker,Persons Killed,18.0
Chandigarh,Traffic Control,Flashing Signal/Blinker,Greviously Injured,118.0
Chandigarh,Traffic Control,Flashing Signal/Blinker,Minor Injury,237.0
Chandigarh,Traffic Control,Flashing Signal/Blinker,Total Injured,298.0
Chandigarh,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,526.0
Chandigarh,Junction,Four arm Junction,Persons Killed,25.0
Chandigarh,Junction,Four arm Junction,Greviously Injured,49.0
Chandigarh,Junction,Four arm Junction,Minor Injury,182.0
Chandigarh,Junction,Four arm Junction,Total Injured,504.0
Chandigarh,Junction,Four arm Junction,Total number of Accidents,661.0
Chandigarh,Junction,T Junction,Persons Killed,3.0
Chandigarh,Junction,T Junction,Greviously Injured,288.0
Chandigarh,Junction,T Junction,Minor Injury,411.0
Chandigarh,Junction,T Junction,Total Injured,183.0
Chandigarh,Junction,T Junction,Total number of Accidents,953.0
Chandigarh,Junction,Y Junction,Persons Killed,92.0
Chandigarh,Junction,Y Junction,Greviously Injured,50.0
Chandigarh,Junction,Y Junction,Minor Injury,417.0
Chandigarh,Junction,Y Junction,Total Injured,246.0
Chandigarh,Junction,Y Junction,Total number of Accidents,311.0
Chandigarh,Junction,Round about Junction,Persons Killed,45.0
Chandigarh,Junction,Round about Junction,Greviously Injured,280.0
Chandigarh,Junction,Round about Junction,Minor Injury,470.0
Chandigarh,Junction,Round about Junction,Total Injured,466.0
Chandigarh,Junction,Round about Junction,Total number of Accidents,239.0
Chandigarh,Junction,Uncontrolled,Persons Killed,62.0
Chandigarh,Junction,Uncontrolled,Greviously Injured,198.0
Chandigarh,Junction,Uncontrolled,Minor Injury,213.0
Chandigarh,Junction,Uncontrolled,Total Injured,635.0
Chandigarh,Junction,Uncontrolled,Total number of Accidents,735.0
Chandigarh,Road Features,Straight Road,Persons Killed,3.0
Chandigarh,Road Features,Straight Road,Greviously Injured,299.0
Chandigarh,Road Features,Straight Road,Minor Injury,490.0
Chandigarh,Road Features,Straight Road,Total Injured,532.0
Chandigarh,Road Features,Straight Road,Total number of Accidents,670.0
Chandigarh,Road Features,Curved Road,Persons Killed,52.0
Chandigarh,Road Features,Curved Road,Greviously Injured,257.0
Chandigarh,Road Features,Curved Road,Minor Injury,165.0
Chandigarh,Road Features,Curved Road,Total Injured,378.0
Chandigarh,Road Features,Curved Road,Total number of Accidents,1076.0
Chandigarh,Road Features,Bridge,Persons Killed,68.0
Chandigarh,Road Features,Bridge,Greviously Injured,263.0
Chandigarh,Road Features,Bridge,Minor Injury,230.0
Chandigarh,Road Features,Bridge,Total Injured,780.0
Chandigarh,Road Features,Bridge,Total number of Accidents,1024.0
Chandigarh,Road Features,Pot Holes,Persons Killed,59.0
Chandigarh,Road Features,Pot Holes,Greviously Injured,63.0
Chandigarh,Road Features,Pot Holes,Minor Injury,375.0
Chandigarh,Road Features,Pot Holes,Total Injured,456.0
Chandigarh,Road Features,Pot Holes,Total number of Accidents,879.0
Chandigarh,Road Features,Steep Grade,Persons Killed,6.0
Chandigarh,Road Features,Steep Grade,Greviously Injured,112.0
Chandigarh,Road Features,Steep Grade,Minor Injury,471.0
Chandigarh,Road Features,Steep Grade,Total Injured,184.0
Chandigarh,Road Features,Steep Grade,Total number of Accidents,411.0
Chandigarh,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,2.0
Chandigarh,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,188.0
Chandigarh,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,391.0
Chandigarh,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,137.0
Chandigarh,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,619.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Persons Killed,40.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,39.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Minor Injury,239.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Total Injured,636.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1335.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,26.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,215.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,234.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,481.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,695.0
Chandigarh,Impacting Vehicle/Object,Buses,Persons Killed,46.0
Chandigarh,Impacting Vehicle/Object,Buses,Greviously Injured,237.0
Chandigarh,Impacting Vehicle/Object,Buses,Minor Injury,88.0
Chandigarh,Impacting Vehicle/Object,Buses,Total Injured,627.0
Chandigarh,Impacting Vehicle/Object,Buses,Total number of Accidents,703.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Persons Killed,21.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Greviously Injured,222.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Minor Injury,359.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Total Injured,760.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,952.0
Chandigarh,Weather,Sunny/Clear,Persons Killed,15.0
Chandigarh,Weather,Sunny/Clear,Greviously Injured,68.0
Chandigarh,Weather,Sunny/Clear,Minor Injury,336.0
Chandigarh,Weather,Sunny/Clear,Total Injured,301.0
Chandigarh,Weather,Sunny/Clear,Total number of Accidents,231.0
Chandigarh,Weather,Rainy,Persons Killed,58.0
Chandigarh,Weather,Rainy,Greviously Injured,171.0
Chandigarh,Weather,Rainy,Minor Injury,304.0
Chandigarh,Weather,Rainy,Total Injured,353.0
Chandigarh,Weather,Rainy,Total number of Accidents,720.0
Chandigarh,Weather,Foggy and Misty,Persons Killed,80.0
Chandigarh,Weather,Foggy and Misty,Greviously Injured,148.0
Chandigarh,Weather,Foggy and Misty,Minor Injury,59.0
Chandigarh,Weather,Foggy and Misty,Total Injured,604.0
Chandigarh,Weather,Foggy and Misty,Total number of Accidents,984.0
Chandigarh,Weather,Hail/Sleet,Persons Killed,67.0
Chandigarh,Weather,Hail/Sleet,Greviously Injured,57.0
Chandigarh,Weather,Hail/Sleet,Minor Injury,485.0
Chandigarh,Weather,Hail/Sleet,Total Injured,210.0
Chandigarh,Weather,Hail/Sleet,Total number of Accidents,352.0
Chandigarh,Traffic Violation,Drunken Driving,Persons Killed,20.0
Chandigarh,Traffic Violation,Drunken Driving,Greviously Injured,111.0
Chandigarh,Traffic Violation,Drunken Driving,Minor Injury,290.0
Chandigarh,Traffic Violation,Drunken Driving,Total Injured,290.0
Chandigarh,Traffic Violation,Drunken Driving,Total number of Accidents,762.0
Chandigarh,Traffic Violation,Over Speeding,Persons Killed,35.0
Chandigarh,Traffic Violation,Over Speeding,Greviously Injured,90.0
Chandigarh,Traffic Violation,Over Speeding,Minor Injury,432.0
Chandigarh,Traffic Violation,Over Speeding,Total Injured,187.0
Chandigarh,Traffic Violation,Over Speeding,Total number of Accidents,1417.0
Chandigarh,Traffic Violation,Jumping Red Light,Persons Killed,14.0
Chandigarh,Traffic Violation,Jumping Red Light,Greviously Injured,105.0
Chandigarh,Traffic Violation,Jumping Red Light,Minor Injury,472.0
Chandigarh,Traffic Violation,Jumping Red Light,Total Injured,297.0
Chandigarh,Traffic Violation,Jumping Red Light,Total number of Accidents,1224.0
Chandigarh,Traffic Violation,Use of Mobile Phone,Persons Killed,22.0
Chandigarh,Traffic Violation,Use of Mobile Phone,Greviously Injured,176.0
Chandigarh,Traffic Violation,Use of Mobile Phone,Minor Injury,175.0
Chandigarh,Traffic Violation,Use of Mobile Phone,Total Injured,412.0
Chandigarh,Traffic Violation,Use of Mobile Phone,Total number of Accidents,962.0
Chandigarh,Traffic Violation,Wrong Side Driving,Persons Killed,40.0
Chandigarh,Traffic Violation,Wrong Side Driving,Greviously Injured,82.0
Chandigarh,Traffic Violation,Wrong Side Driving,Minor Injury,190.0
Chandigarh,Traffic Violation,Wrong Side Driving,Total Injured,681.0
Chandigarh,Traffic Violation,Wrong Side Driving,Total number of Accidents,461.0
Gwalior,Traffic Control,Traffic Light Signal,Persons Killed,83.0
Gwalior,Traffic Control,Traffic Light Signal,Greviously Injured,254.0
Gwalior,Traffic Control,Traffic Light Signal,Minor Injury,52.0
Gwalior,Traffic Control,Traffic Light Signal,Total Injured,436.0
Gwalior,Traffic Control,Traffic Light Signal,Total number of Accidents,760.0
Gwalior,Traffic Control,Stop Sign,Persons Killed,75.0
Gwalior,Traffic Control,Stop Sign,Greviously Injured,184.0
Gwalior,Traffic Control,Stop Sign,Minor Injury,243.0
Gwalior,Traffic Control,Stop Sign,Total Injured,282.0
Gwalior,Traffic Control,Stop Sign,Total number of Accidents,391.0
Gwalior,Traffic Control,Police Controlled,Persons Killed,64.0
Gwalior,Traffic Control,Police Controlled,Greviously Injured,280.0
Gwalior,Traffic Control,Police Controlled,Minor Injury,149.0
Gwalior,Traffic Control,Police Controlled,Total Injured,643.0
Gwalior,Traffic Control,Police Controlled,Total number of Accidents,1063.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Persons Killed,67.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Greviously Injured,52.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Minor Injury,421.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Total Injured,518.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,687.0
Gwalior,Junction,Four arm Junction,Persons Killed,77.0
Gwalior,Junction,Four arm Junction,Greviously Injured,298.0
Gwalior,Junction,Four arm Junction,Minor Injury,319.0
Gwalior,Junction,Four arm Junction,Total Injured,773.0
Gwalior,Junction,Four arm Junction,Total number of Accidents,900.0
Gwalior,Junction,T Junction,Persons Killed,3.0
Gwalior,Junction,T Junction,Greviously Injured,225.0
Gwalior,Junction,T Junction,Minor Injury,364.0
Gwalior,Junction,T Junction,Total Injured,267.0
Gwalior,Junction,T Junction,Total number of Accidents,538.0
Gwalior,Junction,Y Junction,Persons Killed,64.0
Gwalior,Junction,Y Junction,Greviously Injured,292.0
Gwalior,Junction,Y Junction,Minor Injury,385.0
Gwalior,Junction,Y Junction,Total Injured,489.0
Gwalior,Junction,Y Junction,Total number of Accidents,1199.0
Gwalior,Junction,Round about Junction,Persons Killed,12.0
Gwalior,Junction,Round about Junction,Greviously Injured,249.0
Gwalior,Junction,Round about Junction,Minor Injury,369.0
Gwalior,Junction,Round about Junction,Total Injured,582.0
Gwalior,Junction,Round about Junction,Total number of Accidents,858.0
Gwalior,Junction,Uncontrolled,Persons Killed,75.0
Gwalior,Junction,Uncontrolled,Greviously Injured,89.0
Gwalior,Junction,Uncontrolled,Minor Injury,428.0
Gwalior,Junction,Uncontrolled,Total Injured,654.0
Gwalior,Junction,Uncontrolled,Total number of Accidents,1312.0
Gwalior,Road Features,Straight Road,Persons Killed,19.0
Gwalior,Road Features,Straight Road,Greviously Injured,104.0
Gwalior,Road Features,Straight Road,Minor Injury,477.0
Gwalior,Road Features,Straight Road,Total Injured,250.0
Gwalior,Road Features,Straight Road,Total number of Accidents,1245.0
Gwalior,Road Features,Curved Road,Persons Killed,56.0
Gwalior,Road Features,Curved Road,Greviously Injured,16.0
Gwalior,Road Features,Curved Road,Minor Injury,255.0
Gwalior,Road Features,Curved Road,Total Injured,474.0
Gwalior,Road Features,Curved Road,Total number of Accidents,650.0
Gwalior,Road Features,Bridge,Persons Killed,15.0
Gwalior,Road Features,Bridge,Greviously Injured,92.0
Gwalior,Road Features,Bridge,Minor Injury,228.0
Gwalior,Road Features,Bridge,Total Injured,309.0
Gwalior,Road Features,Bridge,Total number of Accidents,699.0
Gwalior,Road Features,Pot Holes,Persons Killed,79.0
Gwalior,Road Features,Pot Holes,Greviously Injured,133.0
Gwalior,Road Features,Pot Holes,Minor Injury,162.0
Gwalior,Road Features,Pot Holes,Total Injured,111.0
Gwalior,Road Features,Pot Holes,Total number of Accidents,1349.0
Gwalior,Road Features,Steep Grade,Persons Killed,52.0
Gwalior,Road Features,Steep Grade,Greviously Injured,292.0
Gwalior,Road Features,Steep Grade,Minor Injury,189.0
